shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,LocalVariables.ShotTypeID,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.FinalStateGradientCurrent,LocalVariables.DMDID2,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,LocalVariables.DMDID,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalLatticeVariables2.UnloadLatticeDMD1Power,LocalVariables.ImagingBlowOutID,GlobalPulseVariables2.LatticeMicrowaveFrequency,LocalVariables.XbarFrequency,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,LocalVariables.ScanID4,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency
284,284,2025/03/22 13:35:07,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
285,285,2025/03/22 13:35:26,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
286,286,2025/03/22 13:35:44,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
287,287,2025/03/22 13:36:02,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
288,288,2025/03/22 13:36:21,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
289,289,2025/03/22 13:36:39,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
290,290,2025/03/22 13:36:58,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
291,291,2025/03/22 13:37:17,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
292,292,2025/03/22 13:37:36,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
293,293,2025/03/22 13:37:55,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
294,294,2025/03/22 13:38:14,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
295,295,2025/03/22 13:38:33,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
296,296,2025/03/22 13:38:52,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
297,297,2025/03/22 13:39:11,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
298,298,2025/03/22 13:39:30,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
299,299,2025/03/22 13:39:49,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
300,300,2025/03/22 13:40:08,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
301,301,2025/03/22 13:40:27,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
302,302,2025/03/22 13:40:45,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
303,303,2025/03/22 13:41:04,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
304,304,2025/03/22 13:41:23,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
305,305,2025/03/22 13:41:42,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
306,306,2025/03/22 13:42:01,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
307,307,2025/03/22 13:42:20,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
308,308,2025/03/22 13:42:39,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
309,309,2025/03/22 13:42:58,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
310,310,2025/03/22 13:43:17,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
311,311,2025/03/22 13:43:36,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
312,312,2025/03/22 13:43:54,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
313,313,2025/03/22 13:44:13,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
314,314,2025/03/22 13:44:32,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
315,315,2025/03/22 13:44:51,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
316,316,2025/03/22 13:45:09,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
317,317,2025/03/22 13:45:28,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
318,318,2025/03/22 13:45:47,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
319,319,2025/03/22 13:46:06,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
320,320,2025/03/22 13:46:25,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
321,321,2025/03/22 13:46:43,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
322,322,2025/03/22 13:47:02,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
323,323,2025/03/22 13:47:21,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
324,324,2025/03/22 13:47:40,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
325,325,2025/03/22 13:47:59,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
326,326,2025/03/22 13:48:18,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
327,327,2025/03/22 13:48:37,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
328,328,2025/03/22 13:48:55,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
329,329,2025/03/22 13:49:14,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
330,330,2025/03/22 13:49:33,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
331,331,2025/03/22 13:49:52,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
332,332,2025/03/22 13:50:11,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
333,333,2025/03/22 13:50:30,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
334,334,2025/03/22 13:50:48,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
335,335,2025/03/22 13:51:07,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
336,336,2025/03/22 13:51:26,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
337,337,2025/03/22 13:51:45,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
338,338,2025/03/22 13:52:04,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
339,339,2025/03/22 13:52:22,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
340,340,2025/03/22 13:52:41,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
341,341,2025/03/22 13:53:00,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
342,342,2025/03/22 13:53:19,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
343,343,2025/03/22 13:53:38,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
344,344,2025/03/22 13:53:56,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
345,345,2025/03/22 13:54:15,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
346,346,2025/03/22 13:54:34,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
347,347,2025/03/22 13:54:53,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
348,348,2025/03/22 13:55:12,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
349,349,2025/03/22 13:55:30,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
350,350,2025/03/22 13:55:49,30.0,7.26,14.0,8.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
351,351,2025/03/22 13:56:08,30.0,7.26,14.0,0.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,0.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
352,352,2025/03/22 13:56:27,30.0,7.26,14.0,1.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
353,353,2025/03/22 13:56:46,30.0,7.26,14.0,2.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
354,354,2025/03/22 13:57:05,30.0,7.26,14.0,3.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
355,355,2025/03/22 13:57:24,30.0,7.26,14.0,4.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
356,356,2025/03/22 13:57:43,30.0,7.26,14.0,5.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
357,357,2025/03/22 13:58:02,30.0,7.26,14.0,6.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,1.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
358,358,2025/03/22 13:58:21,30.0,7.26,14.0,7.0,1.0,10.0,10.0,0.0,2.6,12.0,0.0,0.0,163.4945,28.0,200.0,14.0,2.0,228.2,773.0,0.0,100.0,35.0,590.0,174.746,0,18.0,0.0,22.0,b'250316_dmd0_iterative_compensation_pinning.pkl',5.0,93.0,30.0,0.975,100.0
